sequence	genome.size	metadata_NSTI
SV_1229_Rhodobacterales	3.951228491	0.38582
SV_122_Sphingomonadales	2.878654821	0.140222
SV_1230_Rhizobiales	3.93590601	0.172909
SV_1231_Caulobacterales	3.399619175	0.314516
SV_1232_Rhodobacterales	4.08913082	0.284599
SV_1233_Enterobacterales	4.640740136	0.466635
SV_1234_Caulobacterales	3.399619175	0.11576
SV_1235_Enterobacterales	4.579450212	0.271586
SV_1236_Sphingomonadales	3.660101352	0.423403
SV_1237_Rhodobacterales	4.104453301	0.000101
SV_1238_Rhodospirillales	4.257678111	0.24953
SV_1239_Flavobacteriales	3.583488947	0.253978
SV_123_Rhodobacterales	3.798003681	0.029537
SV_1240_Cytophagales	4.656062617	0.462951
SV_1241_Flavobacteriales	3.997195934	0.310676
SV_1242_Pseudomonadales	4.579450212	0.467976
SV_1243_Rhodobacterales	3.292361808	0.046296
SV_1244_Rhodobacterales	3.798003681	0.046627
SV_1245_Betaproteobacteriales	5.069769604	0.736896
SV_1246_Betaproteobacteriales	5.069769604	0.538349
SV_1247_Enterobacterales	4.579450212	0.093269
SV_1248_Flavobacteriales	3.537521504	0.29307
SV_1249_Flavobacteriales	3.798003681	0.367783
SV_124_Rhodobacterales	3.706068795	0.061696
SV_1250_Enterobacterales	4.579450212	0.637555
SV_1251_Caulobacterales	3.598811428	0.264738
SV_1252_Enterobacterales	3.798003681	0.375388
SV_1253_NA	3.874616086	0.19556
SV_1254_Rhodobacterales	4.135098263	0.493296
SV_1255_Caulobacterales	3.951228491	0.551291
SV_1256_Rhizobiales	4.456870364	0.065668
SV_1257_Cytophagales	4.747997503	0.349715
SV_1258_Enterobacterales	4.686707579	0.253911
SV_1259_Flavobacteriales	3.583488947	0.285874
SV_125_Sphingomonadales	3.154459479	0.007684
SV_1260_Rhodospirillales	4.303645554	0.28003
SV_1261_Sphingomonadales	3.154459479	0.064082
SV_1262_Flavobacteriales	3.583488947	0.273115
SV_1263_Flavobacteriales	3.997195934	0.600458
SV_1264_Cytophagales	4.564127731	0.571568
SV_1265_Rhodobacterales	3.706068795	0.02403
SV_1266_Flavobacteriales	3.997195934	0.317753
SV_1267_Flavobacteriales	3.767358719	0.241372
SV_1268_Enterobacterales	4.579450212	0.434979
SV_1269_Rhizobiales	4.181065706	0.13528
SV_126_Enterobacterales	3.721391276	0.007991
SV_1270_Sphingomonadales	3.154459479	0.255966
SV_1271_Sphingomonadales	5.345574262	0.02337
SV_1272_Enterobacterales	4.640740136	0.118552
SV_1273_Rhodobacterales	4.073808339	0.07943
SV_1274_Rhodobacterales	4.012518415	0.195836
SV_1275_NA	4.012518415	0.288492
SV_1276_Rhodobacterales	3.859293605	0.092858
SV_1277_Enterobacterales	5.023802161	0.311749
SV_1278_Rhodobacterales	3.798003681	0.08106
SV_1279_Sphingomonadales	3.874616086	0.287462
SV_127_Rhodobacterales	3.798003681	0.029546
SV_1280_Rhodobacterales	4.426225402	0.174813
SV_1281_Sphingomonadales	3.660101352	0.281363
SV_1282_Rhodospirillales	4.043163377	0.226853
SV_1283_Rhizobiales	4.012518415	0.247119
SV_1284_Sphingomonadales	3.660101352	0.281363
SV_1285_Rhodobacterales	4.08913082	0.287928
SV_1286_Caulobacterales	3.093169555	0.089948
SV_1287_Sphingomonadales	3.154459479	0.094746
SV_1288_Rhodospirillales	4.303645554	0.106733
SV_1289_Rhodospirillales	4.043163377	0.316518
SV_128_Pseudomonadales	4.671385098	0.008013
SV_1290_Sphingomonadales	3.874616086	0.337571
SV_1291_Sphingomonadales	2.985912188	0.007602
SV_1292_Flavobacteriales	3.966550972	0.468157
SV_1293_Enterobacterales	3.798003681	0.461258
SV_1294_Rhodobacterales	3.951228491	0.509394
SV_1295_Sphingomonadales	3.660101352	0.281363
SV_1296_Sphingomonadales	3.537521504	0.090304
SV_1297_NA	3.828648643	0.283129
SV_1298_Sphingomonadales	5.345574262	0.023373
SV_1299_Caulobacterales	3.108492036	0.207423
SV_129_Rhodobacterales	3.261716846	0.047524
SV_12_Rhodobacterales	3.874616086	0.198196
SV_1300_Rhodobacterales	4.012518415	0.222128
SV_1301_Rhodobacterales	3.798003681	0.046342
SV_1302_Sphingomonadales	5.345574262	0.02337
SV_1303_Rhodobacterales	3.798003681	0.046297
SV_1304_Rhodobacterales	3.951228491	0.356335
SV_1305_Rhodobacterales	3.981873453	0.63905
SV_1306_Rhodospirillales	4.043163377	0.201749
SV_1307_Enterobacterales	4.380257959	0.309546
SV_1308_Sphingomonadales	3.154459479	0.046946
SV_1309_Nevskiales	3.644778871	0.336668
SV_130_Rhizobiales	3.828648643	0.18979
SV_1310_Enterobacterales	4.564127731	0.263756
SV_1311_Sphingomonadales	3.660101352	0.336837
SV_1312_Sphingomonadales	3.200426922	0.38999
SV_1313_Rhodobacterales	4.839932389	0.164611
SV_1314_NA	3.62945639	0.395954
SV_1315_Sphingomonadales	3.154459479	0.154036
SV_1316_Flavobacteriales	3.798003681	0.27634
SV_1317_Pseudomonadales	4.135098263	0.083034
SV_1318_Rhodobacterales	4.08913082	0.479266
SV_1319_Rhodobacterales	3.874616086	0.400767
SV_131_Enterobacterales	4.901222313	0.01042
SV_1320_Pseudomonadales	4.135098263	0.463309
SV_1321_Enterobacterales	4.08913082	0.455303
SV_1322_Sphingomonadales	4.747997503	0.305677
SV_1323_Flavobacteriales	3.997195934	0.298045
SV_1324_Enterobacterales	4.579450212	0.45487
SV_1325_Caulobacterales	3.108492036	0.426543
SV_1326_Rhodobacterales	4.119775782	0.153291
SV_1327_Rhodobacterales	4.916544794	0.099399
SV_1328_Rhizobiales	3.93590601	0.400665
SV_1329_Caulobacterales	3.108492036	0.174993
SV_132_Caulobacterales	3.399619175	0.09012
SV_1330_NA	3.951228491	0.292067
SV_1331_Rhodobacterales	4.579450212	0.241532
SV_1332_NA	3.951228491	0.097499
SV_1333_Caulobacterales	3.32300677	0.252372
SV_1334_Sphingomonadales	3.874616086	0.334882
SV_1335_Caulobacterales	3.108492036	0.216002
SV_1336_Rhodobacterales	4.08913082	0.208225
SV_1337_Caulobacterales	4.839932389	0.243996
SV_1338_Sphingomonadales	3.154459479	0.242818
SV_1339_Caulobacterales	3.614133909	0.156172
SV_133_Enterobacterales	4.579450212	0.058144
SV_1340_Rhodobacterales	4.012518415	0.292827
SV_1341_Rhodobacterales	3.62945639	0.030954
SV_1342_Enterobacterales	4.640740136	0.032165
SV_1343_Sphingomonadales	5.345574262	0.065298
SV_1344_Enterobacterales	4.579450212	0.488068
SV_1345_Rhodobacterales	4.012518415	0.127231
SV_1346_Rhodobacterales	4.564127731	0.143591
SV_1347_Enterobacterales	4.870577351	0.056101
SV_1348_Rhizobiales	3.93590601	0.159864
SV_1349_NA	3.491554061	0.242844
SV_134_Enterobacterales	4.640740136	0.015991
SV_1350_Enterobacterales	4.579450212	0.210821
SV_1351_Flavobacteriales	3.093169555	0.311732
SV_1352_Rhodobacterales	4.012518415	0.195836
SV_1353_Enterobacterales	4.610095174	0.057125
SV_1354_Caulobacterales	3.874616086	0.252361
SV_1355_Enterobacterales	5.16170449	0.28612
SV_1356_Rhodobacterales	4.564127731	0.261031
SV_1357_Rhodobacterales	4.012518415	0.322901
SV_1358_Rhodobacterales	3.261716846	0.22955
SV_1359_Rhodobacterales	4.839932389	0.180402
SV_135_Enterobacterales	4.303645554	0.008024
SV_1360_Rhodobacterales	3.491554061	0.382117
SV_1361_Caulobacterales	3.951228491	0.277456
SV_1362_Rhodospirillales	4.043163377	0.33198
SV_1363_Sphingomonadales	3.154459479	0.140862
SV_1364_NA	4.839932389	0.361473
SV_1365_Rhodobacterales	3.951228491	0.584955
SV_1366_Flavobacteriales	3.997195934	0.377657
SV_1367_Caulobacterales	3.108492036	0.455768
SV_1368_Pseudomonadales	4.732675022	0.122612
SV_1369_Enterobacterales	4.579450212	0.389857
SV_136_Rhodobacterales	4.08913082	0.0734
SV_1370_NA	3.874616086	0.171421
SV_1371_Sphingomonadales	3.154459479	0.04579
SV_1372_Flavobacteriales	3.798003681	0.333424
SV_1373_Sphingomonadales	3.813326162	0.220326
SV_1374_Sphingomonadales	3.951228491	0.292067
SV_1375_Rhodobacterales	3.154459479	0.239464
SV_1376_Sphingomonadales	3.154459479	0.047068
SV_1377_Rhodobacterales	3.981873453	0.519446
SV_1378_Caulobacterales	3.414941656	0.193007
SV_1379_Rhodospirillales	4.303645554	0.302356
SV_137_Flavobacteriales	3.583488947	0.259136
SV_1380_Enterobacterales	4.579450212	0.078844
SV_1381_Rhodospirillales	4.043163377	0.310398
SV_1382_Sphingomonadales	3.154459479	0.140111
SV_1383_Cytophagales	3.997195934	0.367306
SV_1384_Rhizobiales	3.93590601	0.334287
SV_1385_NA	3.874616086	0.307207
SV_1386_Caulobacterales	3.399619175	0.455929
SV_1387_Rhodobacterales	4.08913082	0.424962
SV_1388_NA	3.813326162	0.32613
SV_1389_Caulobacterales	3.108492036	0.403383
SV_138_Enterobacterales	4.39558044	0.007907
SV_1390_Pseudomonadales	4.135098263	0.406902
SV_1391_Rhodobacterales	4.564127731	0.261031
SV_1392_Pseudomonadales	4.732675022	0.190558
SV_1393_Enterobacterales	4.579450212	0.289115
SV_1394_Rhodobacterales	3.798003681	0.054697
SV_1395_Sphingomonadales	3.951228491	0.292067
SV_1396_Rhizobiales	4.181065706	0.232797
SV_1397_Caulobacterales	3.093169555	0.021009
SV_1398_Rhodobacterales	4.579450212	0.544298
SV_1399_Enterobacterales	4.579450212	0.495913
SV_139_Flavobacteriales	3.537521504	0.275314
SV_13_Caulobacterales	3.598811428	0.000101
SV_1400_Rhizobiales	4.579450212	0.16377
SV_1401_Rhodospirillales	4.303645554	0.410884
SV_1402_Flavobacteriales	3.997195934	0.154222
SV_1403_Nitrosococcales	3.292361808	0.354355
SV_1404_Rhizobiales	4.839932389	0.324163
SV_1405_Rhodobacterales	3.798003681	0.038134
SV_1406_Rhodobacterales	4.456870364	0.167839
SV_1407_Rhodobacterales	4.135098263	0.361785
SV_1408_Rhodobacterales	3.491554061	0.677731
SV_1409_Cytophagales	4.656062617	0.247655
SV_140_Cytophagales	4.656062617	0.043799
SV_1410_Flavobacteriales	3.997195934	0.613262
SV_1411_Rhodobacterales	4.08913082	0.522406
SV_1412_Caulobacterales	3.108492036	0.110597
SV_1413_NA	3.951228491	0.229354
SV_1414_Enterobacterales	3.966550972	1.473533
SV_1415_Rhodobacterales	3.951228491	0.467766
SV_1416_Pseudomonadales	3.614133909	0.072678
SV_1417_Sphingomonadales	3.660101352	0.072191
SV_1418_Enterobacterales	3.813326162	0.567392
SV_1419_Enterobacterales	4.579450212	0.098055
SV_141_Flavobacteriales	3.798003681	0.008433
SV_1420_Enterobacterales	4.640740136	0.110314
SV_1421_Enterobacterales	3.981873453	0.628295
SV_1422_Caulobacterales	3.414941656	0.166465
SV_1423_Rhodobacterales	4.08913082	0.360302
SV_1424_Rhizobiales	4.181065706	0.239511
SV_1425_Rhizobiales	4.181065706	0.157083
SV_1426_Rhodobacterales	4.012518415	0.195836
SV_1427_Caulobacterales	3.108492036	0.208525
SV_1428_Sphingomonadales	3.951228491	0.292067
SV_1429_Enterobacterales	4.579450212	0.563962
SV_142_Rhodospirillales	4.257678111	0.01884
SV_1430_Rhodobacterales	4.288323073	0.187695
SV_1431_Sphingomonadales	2.970589707	0.03886
SV_1432_Caulobacterales	3.491554061	0.633271
SV_1433_Sphingomonadales	3.660101352	0.40481
SV_1434_NA	2.051240847	0.506493
SV_1435_Rhodobacterales	3.093169555	0.104721
SV_1436_Rhizobiales	4.839932389	0.194827
SV_1437_Caulobacterales	3.399619175	0.125125
SV_1438_Caulobacterales	3.399619175	0.090614
SV_1439_Sphingomonadales	3.660101352	0.281363
SV_143_Actinomycetales	3.675423833	0.05484
SV_1440_Enterobacterales	4.579450212	0.240092
SV_1441_Rhodobacterales	3.660101352	0.310931
SV_1442_Rhodospirillales	4.303645554	0.151879
SV_1443_Caulobacterales	3.614133909	0.202843
SV_1444_Enterobacterales	4.640740136	0.074439
SV_1445_Rhodobacterales	4.288323073	0.183948
SV_1446_NA	2.848009859	0.332004
SV_1447_Rhizobiales	3.951228491	0.439166
SV_144_Rhodobacterales	3.798003681	0.029546
SV_145_Actinomycetales	1.423019126	0.071008
SV_146_Rhodobacterales	3.798003681	0.029546
SV_147_Nitrosococcales	2.878654821	0.117872
SV_148_Cytophagales	4.962512237	0.129866
SV_149_Rhodobacterales	3.798003681	0.029561
SV_14_Enterobacterales	4.640740136	0.007904
SV_150_Sphingomonadales	2.878654821	0.049825
SV_151_Flavobacteriales	3.798003681	0.008433
SV_152_Enterobacterales	5.16170449	0.017307
SV_153_NA	3.813326162	0.276975
SV_154_Cytophagales	4.472192845	0.017183
SV_155_Actinomycetales	2.219788138	0.177166
SV_156_Flavobacteriales	3.997195934	0.54093
SV_157_Enterobacterales	4.303645554	0.016077
SV_158_Enterobacterales	4.640740136	0.20944
SV_159_Caulobacterales	3.108492036	0.122052
SV_15_Flavobacteriales	3.997195934	0.198567
SV_160_Enterobacterales	4.686707579	0.008047
SV_161_Flavobacteriales	3.997195934	0.190807
SV_162_Caulobacterales	3.399619175	0.147754
SV_163_Pseudomonadales	4.732675022	0.023886
SV_164_Flavobacteriales	3.997195934	0.190807
SV_165_Izimaplasmatales	2.848009859	0.289127
SV_166_Enterobacterales	4.640740136	0.015983
SV_167_Sphingomonadales	3.154459479	0.029782
SV_168_Caulobacterales	3.093169555	0.032449
SV_169_Caulobacterales	3.093169555	0.023093
SV_16_Sphingomonadales	3.154459479	0.015425
SV_170_Caulobacterales	3.108492036	0.126108
SV_171_Rhodobacterales	4.08913082	0.04888
SV_172_Pseudomonadales	4.640740136	0.007895
SV_173_Sphingomonadales	3.951228491	0.292067
SV_174_Rhodobacterales	3.874616086	0.209125
SV_175_Rhodospirillales	4.257678111	0.034814
SV_176_Flavobacteriales	3.997195934	0.190807
SV_177_Caulobacterales	3.093169555	0.039286
SV_178_Enterobacterales	4.901222313	0.0156
SV_179_NA	3.997195934	0.297754
SV_17_Enterobacterales	4.901222313	0.00776
SV_180_Flavobacteriales	3.368974213	0.042574
SV_181_Enterobacterales	4.579450212	0.05814
SV_182_Flavobacteriales	3.47623158	0.140236
SV_183_Rhodobacterales	3.874616086	0.178274
SV_184_Pseudomonadales	3.920583529	0.294624
SV_185_NA	3.997195934	0.297754
SV_186_Caulobacterales	3.399619175	0.091451
SV_187_Enterobacterales	4.640740136	0.007814
SV_188_Acholeplasmatales	2.848009859	0.640585
SV_189_Flavobacteriales	3.905261048	0.075806
SV_18_Enterobacterales	4.640740136	0.015819
SV_190_Rhodobacterales	3.798003681	0.071924
SV_191_Rhodobacterales	4.08913082	0.073407
SV_192_Flavobacteriales	3.997195934	0.154222
SV_193_Rhizobiales	6.893144843	0.000101
SV_194_Rhodobacterales	4.533482769	0.012334
SV_195_Flavobacteriales	3.368974213	0.032736
SV_196_Enterobacterales	4.334290516	0.008077
SV_197_Rhodobacterales	4.08913082	0.067649
SV_198_Enterobacterales	4.640740136	0.015823
SV_199_Flavobacteriales	3.997195934	0.199392
SV_19_Rhodobacterales	4.487515326	0.00015
SV_1_Flavobacteriales	3.798003681	0.00015
SV_200_Rhodospirillales	4.303645554	0.108063
SV_201_Rhodobacterales	3.874616086	0.086766
SV_202_Flavobacteriales	3.537521504	0.277012
SV_203_Rhodobacterales	4.487515326	0.007844
SV_204_Pseudomonadales	4.793964946	0.03693
SV_205_Rhizobiales	5.131059528	0.086002
SV_206_Enterobacterales	4.839932389	0.016123
SV_207_Pseudomonadales	4.196388187	0.008024
SV_208_NA	3.62945639	0.055085
SV_209_Caulobacterales	5.3149293	0.21749
SV_20_Rhodobacterales	3.292361808	0.00015
SV_210_Flavobacteriales	3.997195934	0.189491
SV_211_Rhodobacterales	4.08913082	0.071939
SV_212_Pseudomonadales	3.920583529	0.181897
SV_213_Enterobacterales	4.456870364	0.044602
SV_214_Rhodobacterales	4.288323073	0.015662
SV_215_Nevskiales	3.644778871	0.054805
SV_216_Enterobacterales	4.579450212	0.234537
SV_217_Flavobacteriales	3.997195934	0.42901
SV_218_Flavobacteriales	3.997195934	0.190807
SV_219_Rhodobacterales	3.522199023	0.018042
SV_21_Flavobacteriales	3.997195934	0.40625
SV_220_Flavobacteriales	3.798003681	0.041746
SV_221_Rhodobacterales	3.552843985	0.11835
SV_222_Caulobacterales	3.399619175	0.015117
SV_223_Flavobacteriales	3.798003681	0.015462
SV_224_Enterobacterales	4.456870364	0.044768
SV_225_Flavobacteriales	3.997195934	0.154222
SV_226_Pseudomonadales	4.732675022	0.007754
SV_227_Caulobacterales	3.093169555	0.036982
SV_228_Sphingomonadales	3.537521504	0.023338
SV_229_Rhodobacterales	4.24235563	0.006022
SV_22_Flavobacteriales	3.583488947	0.250916
SV_230_Enterobacterales	5.391541705	0.008102
SV_231_Rhodobacterales	4.671385098	0.090641
SV_232_Flavobacteriales	3.537521504	0.296193
SV_233_Pelagibacterales	1.193181911	0.00015
SV_234_Rhizobiales	6.050408388	0.00015
SV_235_Rhodobacterales	3.813326162	0.310679
SV_236_Rhizobiales	5.192349452	0.115403
SV_237_Pelagibacterales	1.223826873	0.006829
SV_238_NA	1.407696645	0.00819
SV_239_Enterobacterales	5.023802161	0.23947
SV_23_Caulobacterales	3.108492036	0.114549
SV_240_Rhizobiales	5.039124642	0.015297
SV_241_Enterobacterales	4.579450212	0.133168
SV_242_Flavobacteriales	3.997195934	0.190807
SV_243_Enterobacterales	4.303645554	0.016176
SV_244_Nevskiales	3.644778871	0.105275
SV_245_Pelagibacterales	1.223826873	0.015241
SV_246_Pseudomonadales	4.135098263	0.007884
SV_247_Flavobacteriales	3.997195934	0.464653
SV_248_Sphingomonadales	3.154459479	0.023101
SV_249_Flavobacteriales	3.997195934	0.4031
SV_24_Rhodobacterales	4.671385098	0.018187
SV_250_Enterobacterales	5.023802161	0.242388
SV_251_Flavobacteriales	3.997195934	0.386123
SV_252_Sphingomonadales	3.813326162	0.126559
SV_253_Enterobacterales	4.640740136	0.215635
SV_254_Flavobacteriales	3.368974213	0.050176
SV_255_Flavobacteriales	3.093169555	0.012259
SV_256_Pseudomonadales	3.460909099	0.007706
SV_257_Rhodobacterales	4.257678111	0.0743
SV_258_Sphingomonadales	3.660101352	0.079748
SV_259_Pelagibacterales	1.361729202	0.00015
SV_25_Pseudomonadales	3.338329251	0.115507
SV_260_Flavobacteriales	3.905261048	0.244131
SV_261_Rhodospirillales	4.303645554	0.016135
SV_262_Rhodospirillales	4.257678111	0.008434
SV_263_Caulobacterales	3.093169555	0.171993
SV_264_Pseudomonadales	4.732675022	0.015877
SV_265_Rhodospirillales	4.303645554	0.149277
SV_266_Sphingomonadales	3.185104441	0.023058
SV_267_NA	2.051240847	0.864146
SV_268_Chitinophagales	7.858461146	0.412586
SV_269_Sneathiellales	4.043163377	0.031208
SV_26_Pseudomonadales	4.732675022	0.00788
SV_270_Rhodospirillales	3.62945639	0.246018
SV_271_Rhodobacterales	4.579450212	0.23363
SV_272_Rhizobiales	4.579450212	0.137309
SV_273_Rhizobiales	5.131059528	0.082639
SV_274_Rhizobiales	5.039124642	0.174037
SV_275_Rhizobiales	3.384296694	0.394214
SV_276_Caulobacterales	3.399619175	0.091341
SV_277_Pseudomonadales	4.732675022	0.015821
SV_278_Rhodobacterales	3.874616086	0.368335
SV_279_Rhodobacterales	3.874616086	0.18459
SV_27_Betaproteobacteriales	5.069769604	0.243667
SV_280_Enterobacterales	4.640740136	0.02409
SV_281_Flavobacteriales	3.798003681	0.25212
SV_282_Sphingomonadales	3.154459479	0.023353
SV_283_Flavobacteriales	3.798003681	0.14164
SV_284_Flavobacteriales	3.537521504	0.139578
SV_285_Pseudomonadales	4.671385098	0.023478
SV_286_Sphingomonadales	4.564127731	0.03803
SV_287_Rhodobacterales	4.012518415	0.271558
SV_288_Rhodospirillales	4.257678111	0.026853
SV_289_Pseudomonadales	4.135098263	0.322062
SV_28_Rhizobiales	3.93590601	0.000101
SV_290_Actinomycetales	3.675423833	0.14625
SV_291_Flavobacteriales	3.997195934	0.154222
SV_292_Rhizobiales	3.460909099	0.015172
SV_293_Flavobacteriales	3.215749403	0.026138
SV_294_Rhizobiales	4.456870364	0.00015
SV_295_Rhodobacterales	4.08913082	0.039054
SV_296_Betaproteobacteriales	5.069769604	0.463884
SV_297_Betaproteobacteriales	1.346406721	0.039715
SV_298_Flavobacteriales	4.456870364	0.458479
SV_299_Nevskiales	3.644778871	0.261926
SV_29_Caulobacterales	3.614133909	0.030773
SV_2_Rhodobacterales	3.798003681	0.020911
SV_300_Rhodobacterales	3.399619175	0.126015
SV_301_Rhodobacterales	4.012518415	0.04646
SV_302_Cytophagales	4.410902921	0.028934
SV_303_Flavobacteriales	4.717352541	0.083989
SV_304_Flavobacteriales	2.051240847	0.547746
SV_305_Rhizobiales	3.552843985	0.11835
SV_306_Actinomycetales	1.545598974	0.396956
SV_307_Sphingomonadales	4.39558044	0.054636
SV_308_Rhodobacterales	4.119775782	0.041344
SV_309_Rhizobiales	4.456870364	0.167839
SV_30_Cytophagales	4.656062617	0.032568
SV_310_Nevskiales	3.644778871	0.114295
SV_311_Rhodobacterales	3.798003681	0.052414
SV_312_Flavobacteriales	3.905261048	0.244131
SV_313_Flavobacteriales	3.767358719	0.025445
SV_314_Caulobacterales	3.399619175	0.00015
SV_315_Enterobacterales	4.579450212	0.066134
SV_316_Flavobacteriales	3.798003681	0.270906
SV_317_Pseudomonadales	4.793964946	0.103172
SV_318_Nevskiales	3.522199023	0.547559
SV_319_Rhodobacterales	4.839932389	0.284194
SV_31_Enterobacterales	4.916544794	0.008032
SV_320_Rhodobacterales	4.196388187	0.063799
SV_321_Flavobacteriales	3.384296694	0.726389
SV_322_Sphingomonadales	3.154459479	0.030991
SV_323_SAR86	1.239149354	0.023024
SV_324_Enterobacterales	4.579450212	0.094098
SV_325_Nevskiales	3.644778871	0.087897
SV_326_Nevskiales	3.644778871	0.200165
SV_327_Rhodobacterales	4.073808339	0.022998
SV_328_Caulobacterales	3.108492036	0.165893
SV_329_Cytophagales	4.70203006	0.360686
SV_32_Enterobacterales	4.640740136	0.024046
SV_330_Sphingobacteriales	3.997195934	0.385013
SV_331_Rhodospirillales	4.303645554	0.208482
SV_332_NA	3.62945639	0.022869
SV_333_Izimaplasmatales	2.848009859	0.316916
SV_334_Flavobacteriales	3.997195934	0.230125
SV_335_Rhodobacterales	4.763319984	0.023221
SV_336_Flavobacteriales	3.537521504	0.19768
SV_337_Flavobacteriales	3.798003681	0.246012
SV_338_Caulobacterales	3.031879631	0.072753
SV_339_Pseudomonadales	4.135098263	0.056991
SV_33_Sphingomonadales	5.345574262	0.00015
SV_340_Rhodobacterales	3.798003681	0.036678
SV_341_Rhizobiales	4.625417655	0.007599
SV_342_Caulobacterales	3.491554061	0.230714
SV_343_Flavobacteriales	3.583488947	0.258914
SV_344_Flavobacteriales	3.798003681	0.102609
SV_345_Rhodobacterales	4.24235563	0.071193
SV_346_Rhodobacterales	3.874616086	0.15893
SV_347_Flavobacteriales	3.997195934	0.190807
SV_348_Flavobacteriales	3.997195934	0.315612
SV_349_Actinomycetales	3.675423833	0.046769
SV_34_Enterobacterales	4.901222313	0.015608
SV_350_Nanopelagicales	2.924622264	0.273632
SV_351_NA	3.813326162	0.314461
SV_352_Rhodospirillales	4.257678111	0.026094
SV_353_Flavobacteriales	3.997195934	0.379964
SV_354_Sphingomonadales	3.154459479	0.188819
SV_355_Enterobacterales	4.533482769	0.082468
SV_356_Puniceispirillales	2.449625353	0.029423
SV_357_Caulobacterales	5.3149293	0.217328
SV_358_Enterobacterales	4.579450212	0.078801
SV_359_Nevskiales	3.644778871	0.071253
SV_35_Pseudomonadales	4.380257959	0.023578
SV_360_Caulobacterales	3.414941656	0.00015
SV_361_Rhodobacterales	3.690746314	0.00015
SV_362_Rhodospirillales	4.303645554	0.090906
SV_363_Sphingomonadales	2.970589707	0.007567
SV_364_Flavobacteriales	3.200426922	0.136207
SV_365_Flavobacteriales	3.093169555	0.043192
SV_366_Sphingomonadales	3.154459479	0.039002
SV_367_Rhizobiales	4.839932389	0.276566
SV_368_Enterobacterales	4.640740136	0.1033
SV_369_Pseudomonadales	4.671385098	0.089656
SV_36_Rhodobacterales	3.798003681	0.053602
SV_370_Flavobacteriales	3.767358719	0.241372
SV_371_Pseudomonadales	3.752036238	0.023927
SV_372_Sphingomonadales	2.985912188	0.000101
SV_373_Cytophagales	4.824609908	0.151756
SV_374_Rhodobacterales	3.874616086	0.53976
SV_375_Caulobacterales	3.32300677	0.083312
SV_376_Pseudomonadales	4.671385098	0.073147
SV_377_Enterobacterales	4.579450212	0.080405
SV_378_Rhizobiales	4.579450212	0.000101
SV_379_Enterobacterales	4.640740136	0.169537
SV_37_Flavobacteriales	3.997195934	0.193632
SV_380_Rhodobacterales	4.671385098	0.025891
SV_381_Caulobacterales	3.108492036	0.113213
SV_382_Enterobacterales	4.579450212	0.066096
SV_383_Rhizobiales	5.192349452	0.118196
SV_384_Enterobacterales	4.181065706	0.008066
SV_385_NA	3.951228491	0.292067
SV_386_Actinomycetales	1.545598974	0.313988
SV_387_Rhizobiales	3.399619175	0.00015
SV_388_Sphingomonadales	3.154459479	0.237716
SV_389_Caulobacterales	3.399619175	0.146578
SV_38_Enterobacterales	4.579450212	0.12193
SV_390_Rhodobacterales	3.874616086	0.091922
SV_391_Rhodobacterales	3.951228491	0.292067
SV_392_Flavobacteriales	3.997195934	0.438254
SV_393_Kiloniellales	3.951228491	0.429093
SV_394_Rhodobacterales	4.073808339	0.053729
SV_395_Flavobacteriales	3.997195934	0.230125
SV_396_Sphingomonadales	3.721391276	0.262085
SV_397_Pseudomonadales	4.196388187	0.032619
SV_398_Caulobacterales	4.839932389	0.434397
SV_399_Rhodobacterales	4.08913082	0.030968
SV_39_Flavobacteriales	3.583488947	0.272033
SV_3_Rhodospirillales	4.303645554	0.000101
SV_400_Caulobacterales	4.012518415	0.233252
SV_401_Sphingomonadales	3.200426922	0.04841
SV_402_Flavobacteriales	3.537521504	0.060538
SV_403_Flavobacteriales	3.767358719	0.241372
SV_404_Flavobacteriales	3.767358719	0.241372
SV_405_Caulobacterales	4.839932389	0.419024
SV_406_Rhizobiales	3.951228491	0.227829
SV_407_Flavobacteriales	3.537521504	0.36484
SV_408_Pseudomonadales	3.185104441	0.143226
SV_409_Cytophagales	4.747997503	0.078349
SV_40_Flavobacteriales	3.997195934	0.538624
SV_410_Flavobacteriales	2.051240847	0.408546
SV_411_Sphingomonadales	3.997195934	0.096918
SV_412_Flavobacteriales	3.537521504	0.369959
SV_413_Rhodobacterales	4.012518415	0.134567
SV_414_Caulobacterales	3.093169555	0.195684
SV_415_Pseudomonadales	4.380257959	0.088723
SV_416_Rhodobacterales	4.08913082	0.052747
SV_417_Sphingomonadales	3.660101352	0.288216
SV_418_Puniceispirillales	2.449625353	0.047293
SV_419_Caulobacterales	3.093169555	0.017052
SV_41_Flavobacteriales	3.997195934	0.198973
SV_420_Cytophagales	4.747997503	0.253693
SV_421_Rhodobacterales	3.951228491	0.435942
SV_422_Enterobacterales	4.579450212	0.066102
SV_423_Enterobacterales	4.579450212	0.099047
SV_424_Enterobacterales	4.456870364	0.080031
SV_425_Enterobacterales	4.870577351	0.031502
SV_426_Balneolales	3.828648643	0.186478
SV_427_Caulobacterales	3.399619175	0.147754
SV_428_Enterobacterales	4.640740136	0.118552
SV_429_Rhodobacterales	3.261716846	0.064671
SV_42_Enterobacterales	4.870577351	0.007844
SV_430_Oceanibaculales	3.951228491	0.030791
SV_431_Enterobacterales	4.901222313	0.17547
SV_432_Flavobacteriales	3.093169555	0.250741
SV_433_Parvibaculales	1.94398348	0.00015
