assembly	d.gRodon
2529292996	217.32
2529293046	201.23
2529293047	204.21
2529293048	203.5
2529293049	202.33
2529293050	204.64
2529293060	217.07
2529293139	217.88
2529293151	217.06
2529293239	177.78
2529293246	217.3
2529293249	216.86
2531839130	214.15
2531839147-cluster	214.74
2531839178	150.97
2531839195	213.84
2531839207	196.4
2531839433-cluster	196.89
2531839440	166.75
2531839449	217.23
2531839450	211.4
2531839455	195.37
2531839474	205.44
2531839484	209.82
2531839661	207.43
2531839662-cluster	212.21
2531839663-cluster	203.87
2531839664	217.33
2531839665	204.48
2531839666	216.87
2534681649	164.79
2534681673	198.49
2534681674	192.31
2534681701	189.18
2534681708	205.23
2534681757	210.23
2534681758	207.4
2534681759	215.39
2534681760	216.91
2534681762	214.71
2534681772	222.32
2534681773	215.46
2534681774	214.07
2534681793-cluster	222.25
2534681831	218.09
2534681832	219.97
2534681834	217.44
2534681835	219.19
2534681836	210.88
2534681899	206.73
2534681912	219.04
2534681988	213.74
2534681991	213.16
2534681992	217.11
2534682051	204.15
2534682053	202.2
2534682060	194.42
2534682096	218.56
2534682108-cluster	213.5
2534682139	217.54
2534682162	200.78
2534682166	201.31
2534682222	188.43
2534682287	221.49
2534682329	183.74
2537561516	213.9
2537561778	206.05
2537561779	202.1
2537561830	195.18
2537561930	216.23
2537561944-cluster	219.95
2537561945	216
2537561979-cluster	213.17
2537561980	217.79
2537562015	171.1
2537562092-cluster	205.97
2537562188	187.88
2537562189	200.28
2537562190-cluster	205.15
2537562191	213.72
2537562192	231.6
2537562194	219.97
2537562223	212.01
2540341028	179.59
2540341031	205.74
2540341091-cluster	213.42
2541047690	210.38
2541047706	210.1
2541047736	205.71
2541047771	212.59
2541047774-cluster	207.3
2541047787	209.39
2541047815	213.04
2541047828	207.47
2541047837	218.52
2541047849	210.04
2541047865	188.12
2541047870	207.66
2541047879	201.91
2541047882	218.02
2541047885	208.4
2541047898	216.33
2541047907-cluster	212.18
2541047909	209.53
2541047913	216.79
2541047926	200.86
2541047932	196.07
2541047936-cluster	218.22
2541047941	208.98
2541047945-cluster	209.56
2541047957	203.7
2547132127	199.41
2547132253-cluster	210.07
2547132254	205.04
2547132277	207.81
2547132278	203.26
2547132279	203.54
2547132280	187.61
2547132386	202.11
2547132393-cluster	202.61
2548876695-cluster	213.61
2548876852	207.24
2548876935	237.96
2548876943	237.13
2548876944	210.56
2548876948-cluster	206.91
2548876958	206.5
2548876964	210.99
2548877009	206.1
2548877011	196.45
2551306526	215.75
2554235344-cluster	210.51
2554235419	215.17
2558860161	190.46
2558860170	181.82
2558860472	209.12
2558860473	208.41
2562617113	212.18
2563366797	215.32
2563366799	195.11
2563366803-cluster	204.89
2563366805	163.69
2563366806	194.99
2563366822	208.19
2563366825	210.81
2563366826	210.9
2563366827	213.11
2563366830	209.55
2563366831	212.25
2563366838	213.86
2563366839	212.68
2563366840	223.06
2563366848	214.71
2563366849	219.39
2563366854	211.75
2563366875	205.73
2563366877	218.3
2563366888	210.17
2563366895	209.62
2563366911	209.46
2563366912	211.33
2563366923-cluster	190.62
2563366924	166.16
2563366934	209.46
2563366948	217.62
2563366951	166.91
2563366964	192.5
2563366965-cluster	193.17
2563366966	216.84
2563366968	191.57
2563366976	210.88
2563366997	223.12
2565956709	207.75
2565956716	208.76
2565956724	212.26
2565956727	210.45
2568526676	215.76
2571042053-cluster	220.99
2571042621	217.94
2574180160	174.77
2574180238	185.92
2574180358	218.16
2576861092	216.03
2576861104	216.88
2579778647	205.65
2579778650	206.93
2579778753	203.05
2579778791	204.84
2579778802	193.2
2579778821	219.79
2579778873	194.96
2579778929	211.25
2579778975-cluster	223.76
2579778982	204.71
2579778992	185.52
2579779069	238.23
2579779076-cluster	200.3
2579779116	212.02
2582580966	172.37
2585427708	217.26
2585427725	209.84
2585427730	190.72
2585427731	194.31
2585427735	222.74
2585427736	186.83
2585427737	202.42
2585427738	194.85
2585427743	212.91
2585427750	220.42
2585427766	187.55
2585427773	220.26
2585427778	178.59
2585427787	195.42
2585427793	194.28
2585427795	192.01
2588253749-cluster	215.5
2597489870-cluster	207.56
2597490082-cluster	172.4
2597490314-cluster	222.95
2600254932-cluster	220.88
2600254969	221.27
2600254985-cluster	241.53
2602041568-cluster	214.44
2602041586-cluster	211.37
2602041657-cluster	230.85
2602041669-cluster	230.02
2603880147	208.89
2603880148	196.04
2603880150	255.8
2606217102-cluster	203.82
2606217104	203.64
2606217105	206.05
2606217107-cluster	213.58
2606217109	197.99
2606217111	197.29
2606217117	206.73
2606217173	211.42
2606217174	208.07
2609459769-cluster	218.38
2609459774	216.84
2609459795	203.3
2609459798-cluster	192.48
2609459800	207.35
2609459801	202.67
2609459803-cluster	219.5
2609459819	188.85
2609459823	214.15
2609459825	194.34
2609459826	189.68
2609459830	203.4
2609459831	210.29
2609459832	207.47
2609459833	224.08
2609459836	212.36
2609459840	206.64
2609459844	206.57
2609459847-cluster	244.95
2609459848	213.62
2609459850	192.52
2609459860	208.13
2609459864	209.14
2609460218	185.94
2609460344	208.76
2609460354	203.13
2609460356-cluster	192.12
2617270939-cluster	166.58
2617270941	213.17
2617270944	208.96
2617270946	189.2
2617270949	197.27
2617270950	216.8
2617270953	192.84
2617270954	201.12
2617270961	191.99
2617270963	204.74
2617270973	259.28
2617270975	207.07
2617270978	210.11
2617270990	195.74
2617270991-cluster	201.81
2617270992	206.49
2617271225	220.19
2619619125	215.28
2619619128	208.13
2619619129	195.58
2619619131	192.34
2619619132-cluster	208.97
2619619133	263.62
2619619135	216.51
2622736468	208.84
2623620502	206.7
2627853638-cluster	176.12
2627853765-cluster	164.94
2627853771-cluster	215.07
2627853868-cluster	157.49
2627853910-cluster	205.82
2627854008	163.52
2630968639-cluster	218.88
2630968800-cluster	195.04
2636415416	152.82
2636415642	207.78
2636415712-cluster	197.57
2636415833-cluster	211.54
2636415858-cluster	179.45
2636416131	209.18
2639763169	197.55
2645727510-cluster	213.16
2645727562	211.51
2645727676	208.69
2645727680	216.46
2645727717	212.55
2645727743	192.82
2645727978	206.35
2645727991	211.72
2645728048	205.21
2645728078	195.08
2648501110	186.13
2648501165	220.63
2648501208	211.96
2648501230-cluster	208.69
2648501485	199.68
2648501669-cluster	209.06
2648501797	247.81
2648501839	207.8
2651869696	203.79
2651869780	207.09
2651869857	257.15
2654587570	194.85
2654587571	214.34
2654587588-cluster	207.61
2654587711	197.92
2654587745-cluster	210.67
2657245009-cluster	208.85
2657245081-cluster	199.59
2657245434-cluster	207.89
2657245500-cluster	227.23
2657245528-cluster	208.81
2657245634	181.11
2660238061-cluster	199.39
2660238318	210.38
2660238360	198.68
2660238423	211.08
2660238429-cluster	203.23
2660238654-cluster	203.26
2663762627-cluster	219.47
2663762886-cluster	203.68
2663762945	217.92
2663763007-cluster	203.96
2663763054	202.94
2667527582	199.38
2667527588	205.67
2667527666	202.96
2667527698	208.87
2667527770	216.24
2667527777	210.58
2667527849-cluster	205.17
2667527920	209.83
2667527994	205.94
2671180299-cluster	208.03
2671180338-cluster	200.58
2671180378	212.15
2671180379	203.5
2671180417-cluster	203.4
2671180427-cluster	211.52
2671180429-cluster	209.7
2671180430-cluster	206.15
2671180435-cluster	194.26
2671180439-cluster	221.51
2671180567	234.04
2671180631-cluster	201.38
2671180636	166.69
2671180699-cluster	199.13
2671180753-cluster	210.26
2671180759	201.1
2671180821-cluster	183.63
2671180846-cluster	212.95
2671180847	211.54
2671180878	211.8
2671180906	221.54
2671180921	202.53
2671181012	210.98
2671181040	208.14
2671181085-cluster	220.05
2671181118	218.75
2671181127	204.24
2675903266	209.12
2675903289-cluster	217.24
2675903429	197
2675903468	206.24
2675903562-cluster	207.8
2675903606-cluster	190.34
2675903661	203.87
2681813161	179.16
2681813225	242.69
2681813227	215.82
2681813261	204.35
2681813264-cluster	209.94
2681813267	207.7
2681813273	207.81
2684622581-cluster	208.18
2684622585	203.62
2684622769	201.14
2687453449	216.3
2687453558-cluster	222.56
2690315831-cluster	207.52
2690316097-cluster	202.74
2690316099	215.79
2690316224-cluster	208.69
2690316243	195.73
2690316276	200.4
2690316346	202.68
2693429512	198.1
2693429584	203.34
2693429601	207.33
2693429621	203.83
2693429623	200.13
2693429666	210.44
2693429676	203.98
2693429700-cluster	205.11
2695420422-cluster	201.15
2695420602-cluster	192.81
2695420708	201.19
2695420804	208.91
2695420808-cluster	202.64
2695420821	216.32
2695420876	207.42
2695420897	204.42
2698536301	208.53
2698536372	208.89
2698536395	211.22
2698536418	206.12
2698536458	205.09
2698536477-cluster	209.76
2698536480	216.61
2698536485	217.48
2698536505	204.58
2698536508	211.72
2698536509	208.01
2698536549-cluster	198.67
2698536570-cluster	185.05
2698536610	209.1
2698536647-cluster	191.34
2700989476	203.32
2700989509	233.48
2700989510	235.55
2703718777	195.07
2703718789	196.54
2703718801-cluster	194.06
2703718808	202.24
2703718827-cluster	215.44
2703718835	199.56
2703718837	211.57
2703718840	211.79
2703718871	217.72
2703719354	203.89
2706794699	200.44
2713896775	208.14
2713896779	216.29
2713896785	216.47
2713896786	204.93
2713896798	213.26
2713897054	206.36
2713897073	197.14
2713897074	195.91
2713897141	214.71
2718217709	194.04
2718217713	204.55
2718217785	212.66
2718217862	212.54
2718217863-cluster	208.32
2718217867	208.61
2718218126	207.86
2718218128	215.98
2718218129	209.67
2718218139-cluster	241.98
2718218304	216.79
2718218308	196.03
2718218309	207.61
2718218355	209.82
2718218397	204.7
2718218402	224.24
2718218453	212.92
2721755497	203.64
2721755658	197.96
2721755676	207.12
2721755709	204.79
2721755710-cluster	207.57
2721755712	211.08
2721755720	201.6
2721755723	212.72
2721755728	206.08
2724678986	207.53
2724679293	203.06
2728368903	209.37
2728369145	216.79
2728369396	223.2
2728369591	210.39
2731957841	220.07
2731957954	203.88
2731957955	205.35
2734482562	204.71
2734482588	202.08
2734482593	200.75
2734482770	211.11
2734482774	207.56
2734482777	214.15
2734482788	207.11
2737471818	209.08
2737471829	205.79
2737471849	209.12
2737471851	207.7
2737471870	208.3
2740892231	203.79
2740892369	208.72
2740892370	203.9
2740892439	196.15
2740892442	216.34
2740892487	173.32
2740892489	263.88
2744054627	229.56
2751185962-cluster	181.84
2751185967-cluster	181.99
2513237361	245.27
2563366798	266.72
2563366852-cluster	261.04
2563366977	268.57
2630968558	243.78
2740892042	267.15
2541047874	242.93
2563366844	257.57
2563366939	278.62
2600255005	258.21
2617270948	241.07
2740892441	244.7
2588253786	299.67
2654587727	230.33
2648501805	195.12
2648501905	189.49
2630968947	278.14
2684622503	305.63
2515154047	292.57
2574179809	283.87
2515154048	316.18
2609460056	319.48
2636416146	268.28
2515154049	319.62
2582580997	310.13
2588253788	292.44
2667527506	298.02
2684623068	329.42
2738543000	302.75
2513237377	327.26
2562617162	322.58
2721755583	327.12
2687453374	294.78
2639762895	400.22
2643221431	260.2
2516143105	220.23
2554235336	217.15
2568526050	202.11
2568526156-cluster	196.81
2568526674	200.07
2576861595	204.09
2576861709	197.27
2576861713	215
2576861718	195.51
2634166504-cluster	224.94
2660238125	200.69
2660238560	223.3
2718218437	204.69
2728369377	204.48
2511231199	226.69
2513237265	201.71
2519103054	180.37
2519103055	182.3
2519103056-cluster	188.58
2519103057	184.43
2519103076	180.93
2519103132	180.21
2519103155	179.69
2519103158	183.69
2529292741	241.93
2529292760	180.08
2529292763	180.76
2529293104	188.81
2529293105	180.3
2531839623	223.52
2534681629	208.67
2537561874	225.76
2537561875	230.22
2537562101	246.86
2537562102-cluster	212.2
2540341071	196.01
2541047050-cluster	184.86
2541047051-cluster	214.03
2541047053	189.03
2541047054-cluster	191.15
2541047057-cluster	191.97
2541047058	183
2541047061-cluster	182.52
2541047063-cluster	187.26
2541047065-cluster	183.19
2541047067	197.46
2541047068-cluster	185.14
2541047070-cluster	174.6
2541047072	178.23
2541047073	182.99
2541047074	182.39
2541047076	183.59
2541047972	184.3
2541047980	185.67
2541047982	184.88
2541047984	184.94
2545824781	229.37
2545824782	225.09
2548876504	221.89
2548876535	224.61
2548876915	248.28
2551306329	167.55
2551306530	225.2
2551306645	200
2554235385	172.62
2554235445-cluster	180.87
2558860246	203.53
2561511244	178.07
2563367148	170.6
2565956562	198.2
2565956563	189.36
2565956817	158.29
2568526080	174.08
2568526186	193.93
2568526217	220.8
2568526272-cluster	172.79
2568526275-cluster	208.49
2568526301	232.18
2568526304-cluster	207.06
2568526332-cluster	206.99
2568526359	201.13
2568526384	175.05
2568526419	160.63
2568526515	210.53
2568526567	190.93
2568526629-cluster	189
2571042042	205.13
2571042310	168.78
2571042453	220.83
2571042515-cluster	216.18
2571042542	216.3
2571042609	209.63
2571042619	177.32
2571042624	221.17
2571042761	187.26
2571042772-cluster	208.76
2571042825	220.97
2574179920	196.68
2574180387-cluster	201.21
2576861100	179.27
2576861159	214.91
2576861241-cluster	209.5
2576861520	194.88
2588253736	218.74
2588253741	192.76
2588254038	220.69
2588254039	201.01
2588254041	216.88
2588254043	217.04
2588254049	199.96
2588254052	195.43
2588254054	214.08
2588254056	198.37
2588254059	187.46
2588254061	184.04
2588254062	200.51
2588254064	199.65
2588254173	150.06
2588254174	160.33
2588254175	180.02
2590828665	203.14
2590828667	212.4
2590828668	200.33
2590828669	210.94
2597489921	214.92
2597489922-cluster	208.8
2597489924-cluster	219.66
2597490161-cluster	214.33
2597490169-cluster	209.36
2602041577	207.77
2609459865-cluster	226.79
2609459866-cluster	228.91
2609459871	196.54
2609459875-cluster	229.24
2609459880-cluster	237.94
2609459885-cluster	205.44
2609459890-cluster	213.54
2609459891-cluster	230.47
2609459899	227.28
2609459906	226.51
2609459914-cluster	230.88
2609459917	225.31
2609459918	220.34
2609459921	206.59
2609459927	216.76
2609459931	222.63
2609459932-cluster	212.33
2609459935-cluster	191.72
2609459940-cluster	220.28
2609459942-cluster	204.76
2609459944-cluster	223.41
2609459946	233.88
2609459950	191.05
2609459955	225.02
2609459973	218.92
2609459976-cluster	223.32
2609459977	200.92
2609459978	228.12
2609459980-cluster	233.08
2609459981	148.63
2609459982-cluster	225.97
2609460148-cluster	222.62
2609460255	204.34
2609460259	201.45
2609460294	220.37
2609460296	230.28
2617271132	213.68
2617271133-cluster	198.96
2617271135-cluster	308.71
2617271167-cluster	164.63
2619619088	232.72
2627853770	225.73
2627853854	198.81
2630968806	202.54
2634166475	222.14
2636415930-cluster	219.96
2636416133-cluster	218.64
2636416134	188.68
2636416154	208.04
2636416164-cluster	204.43
2648501668	221.56
2648501876	220.54
2657244968	233.35
2657245001-cluster	226.27
2657245053	232.05
2657245097-cluster	220.92
2657245120-cluster	228.09
2657245431	194.55
2657245449	223.95
2657245497	201.56
2657245501-cluster	221.64
2657245510	153.41
2657245622	227.92
2660237906	215.5
2660237926	224.1
2660238062	222.72
2660238072	218.83
2660238187	221.1
2660238291-cluster	205.67
2660238317	221.76
2660238369-cluster	228.87
2660238397-cluster	222.28
2660238459	220.73
2660238469-cluster	224.19
2660238528	219.31
2660238613	226.41
2660238627	212.6
2660238648	224.99
2660238711	224.92
2663762645	215.28
2663762877	230.04
2663762896	225.91
2663762913-cluster	206.7
2663762918	225.89
2663762989	224.3
2663763029	217.04
2663763307	228.01
2663763362	184.24
2663763368	193.76
2663763370	202.26
2663763505	225.14
2663763527-cluster	228.46
2667527740	213.49
2667527759	218.27
2667527810	220.22
2667527952	228.41
2667528012	200.61
2667528034	228.28
2667528069-cluster	203.76
2671180241-cluster	217.13
2671180351	230.33
2671180465-cluster	226.79
2671180509	201.56
2671180565-cluster	216.53
2671180589-cluster	219.32
2671180646	222.37
2671180819	201.59
2671180861	214.87
2671180876-cluster	209.17
2671180930-cluster	142.06
2671180958	216.59
2671180977-cluster	231.56
2671181091	189.65
2671181112	227.38
2671181120-cluster	231.84
2675903390-cluster	210.44
2675903512	212.36
2675903620	198.29
2681813148	218.57
2681813150	225.47
2681813255	213.2
2681813309	222.35
2681813311	205.46
2681813312	184.33
2684622650-cluster	223.75
2687453357	201.28
2687453408	224.49
2690316230-cluster	177.58
2690316320	221.89
2695420455	220.48
2695420504	207.89
2695420679-cluster	199.98
2695420903	223.22
2700989531	207.07
2700989559	217.05
2700989563	187.73
2700989565	220
2700989568	231.77
2700989569	207.51
2700989571	212.44
2700989574	201.8
2700989575	188.95
2700989577	189.23
2700989579	195.61
2700989583	201.03
2700989585	206.8
2700989592	219.64
2700989594	209.07
2700989595	208.64
2703718680	207.86
2703718684-cluster	227.92
2713897169	211.43
2718217864-cluster	199.18
2718217965	187.65
2718218495-cluster	215.66
2718218497	190.71
2740892308	223.29
2534681896	152.32
2568526499	173.15
2579778808	191
2617271136	185.1
2617271250	191.78
2636416123-cluster	189.46
2645728017	149.74
2663763079	164.79
2667527943	177.72
2671180503	175.65
2675903046	177.73
2684623138-cluster	166.09
2687453136	158.41
2687453382	154.98
2724679212	217.68
2744054483	164.42
2563366987	203.95
2568526358	225.85
2574180000	183.95
2582580858	185.71
2588254270	177.49
2590828670	194.06
2609459915-cluster	188.2
2609459957	186.47
2617271300	213.89
2627853850-cluster	203.13
2630968774	190.13
2630968776-cluster	200.17
2630968924	183.2
2636415599	196.97
2660237931	200.66
2660238363	226.84
2681813153-cluster	194.99
2684622655	207.68
2687453226	182.06
2706794581	210.04
2740892277	227.56
2519899599	171.58
2537561907	212.71
2554235234	185.8
2609460197	189.06
2687453105	198.31
2690315892	181.66
2511231124	149.5
2531839401	195.26
2558860928	161.31
2561511178	158.09
2579778588	152.27
2579778593	182.7
2585427624	165.03
2585427669	152.12
2609460191	188.07
2636415630-cluster	155.75
2703718698-cluster	184.17
2521172537	191.32
2531839402	198.62
2531839404	226.9
2547132040	209.03
2563367187	207.18
2563367188	184.49
2574179906	212.3
2579778630	206.14
2602041690	193.61
2636415460	212.68
2636415732	235.42
2639763041	204.54
2657245512	213.54
2690315801	212.98
2718217807	208.56
2718217916-cluster	208.75
2588253795	226.55
2651869687	334.76
2731957696	307.51
2651870175	279.39
2551306564	320.36
2571042815	214.77
2734481920	263.84
2654587864	270.31
2675902965	250.44
2687453315	297.71
2576861733	250.74
2667527231	276.37
2531839681	254.6
2547132181	317.09
2561511199	245.16
2651869662	241.95
2630968458	212.08
2671181131	200.65
2636415690	190.25
2648501357	230.3
2731957555	250.12
2687453332	181.91
2524614760	196.87
2579778530	200.53
2579778557	179.44
2579778964	180.97
2751185697	306.62
2751185887	220.48
2630968889	216.56
2675903675	229.74
2562617040	266
2619619210	264.02
2648501222	251.46
2675903361	258.94
2718217848	257.63
2630968756	234.55
2645728082	243.07
2579778549	223.2
2751185774	261.56
2751185823	456.31
2576861666	262.21
2582580715	237
2609460322	209.24
2617270728-cluster	223.75
2617271107	226.91
2619619082	227.64
2627853780	218.99
2648501645	223.89
2667527843	240.97
2690315785	238.03
2716884865	226.57
2511231160	258.94
2551306543	309.59
2568526489	273.89
2576861661	255.03
2585427963	262.59
2585427967	264.94
2585427976	319.58
2602041648	270.82
2681813054-cluster	257.84
2681813360-cluster	237.07
2684622997	254.19
2706794650	236.12
2706794651	251.45
2636415703	202.06
2740892201	204.42
2616644925	188.84
2740892200	302.35
2602041581	155.2
2675903554-cluster	158.86
2681813055-cluster	163.54
2731957899-cluster	155.86
2731957900-cluster	178.1
2627853687	253.99
2630968876	224.91
2511231025	291.24
2690315618-cluster	285.61
2695420776	286.31
2713896945	286.15
2627853912	301.34
2636415588	303.58
2617271108	105.29
2663763475	116.2
2602041550	224.77
2511231035	263.71
2651869657	278.28
2690315639	216.88
2703719188	260.47
2703719195	260.24
2513237354	197.31
2636415937-cluster	291.33
2648501680-cluster	288.02
2651869808	277.24
2713896807	276.05
2582581300	233.06
2602042078	233.06
2651869643-cluster	325.25
2576861443	420
2648501870	410.52
2627854199	281.57
2554235133	302.9
2576861483	301.05
2597490164-cluster	303.49
2740892409	323.41
2518645533	276.27
2619619249-cluster	292.59
2627854041	287.38
2627854233	309.45
2636415523	281.94
2636415763	281.71
2639762939	270.95
2648501369	290.93
2651869836	280.97
2744054453	253.86
2627853630	280.88
2627853744	289.16
2627853923	270.77
2627854095	290.52
2630968401	282.52
2630968984	289.59
2695420962-cluster	287.24
2630968602	275.97
2526164723	306.25
2579778608	318.29
2609460124	317.8
2645728079-cluster	324.13
2684622621	291.86
2537561728	289.6
2545555808	232.21
2565956522	295.61
2654587594	279.65
2518285522	269.39
2648501375	245.88
2634166428-cluster	262.88
2639762767	260.85
2556921605	292.89
2639762814	274.9
2547132115	262.5
2718217853	275.58
2636415754	163.32
2634166467	129.49
2731957932	143.12
2537561873	213.83
2537561878	216.95
2545824633-cluster	202.27
2551306464-cluster	208.26
2609460160-cluster	213.67
2648501204	208.82
2654588119-cluster	202.15
2687453182	255.24
2740892517	198.12
2690315780	223.49
2751185960-cluster	232.53
2609460137	207.96
2648501137	188.75
2563367180-cluster	227.68
2563367181-cluster	231.4
2563367183	221.3
2563367184	266.78
2563367186	285.91
2529292851	241.91
2690315842	241.48
2597489902	272.36
2645728083	237
2718218470	234.1
2562617097	278.27
2597489903	220.39
2513237180	239.99
2597490145	249.5
2654587548	246.14
2718217845	253.44
2721755467	229.17
2600255014	182.68
2507262057	245.57
2506520038	282.69
2585427591	294.27
2588253797	284.81
2561511173	277.97
2582581297	294.86
2643221773	246.92
2531839403	168.1
2540341161	135.74
2603880149-cluster	162.27
2609460343	157.59
2639762989-cluster	145.54
2713897180	134.39
2718217851	156.98
2731957695	151.92
2588253798	145.85
2617271219	180.75
2588254291	107.83
2639762827	186.58
2651870171	212.73
2734482003	237.1
2585427690	323.11
2639763055	213.75
2643221772	348.02
2531839312	275.57
2619619292	181.58
2681813052	194.54
2731957950	183.24
2561511179	161.17
2585427625	176.12
2548876670	164.99
2563367006	183.05
2657245647	161.28
2687453134-cluster	162.85
2690316123	165.67
2740892420	165.89
2504756088	206.96
2511231164	185.43
2511231218-cluster	175.03
2512564066-cluster	165.23
2513237342	141.28
2518645560	185.49
2519899615-cluster	185.77
2519899626-cluster	178.41
2519899629-cluster	186.84
2519899745	184.59
2529292934-cluster	201.87
2529292936	202.09
2529292937	198.04
2529292938	171.58
2529292939	200.74
2529292940	198.34
2529293224-cluster	223.34
2531839192	141.84
2531839281-cluster	188.07
2531839376	201.25
2531839377	183.09
2531839378	200.54
2531839379	213.89
2531839380	167.29
2531839382	171.24
2531839383	174.97
2531839548-cluster	173.18
2531839624-cluster	204.13
2531839626-cluster	198.4
2531839627	204.72
2531839633	206.42
2534681621	206.11
2534681623	204.48
2534681707	238.13
2534681712	240.04
2534681713	233.14
2534681783	173.27
2534681784	171.38
2537561600	176.9
2537561637	186.31
2537561639	191.77
2537561643	186.33
2537561782	173.23
2537561785-cluster	186.12
2537561855	201.55
2537562070-cluster	202.51
2537562072	206.69
2537562074	199.12
2537562161	205.06
2537562163	206.08
2537562164	205.29
2537562167	203.26
2540341126	204.5
2541047466-cluster	178.38
2541047468-cluster	200.12
2541047471	200.74
2541047472-cluster	199.88
2541047592	175.38
2541047671	190.69
2541047677-cluster	197.57
2547132048	181.93
2547132051-cluster	181.22
2548876846	177.82
2548876847-cluster	192.23
2548877008	193.25
2548877044-cluster	199.85
2548877047	202.31
2548877057-cluster	194.1
2551306176	156.6
2551306178	182.39
2551306195	233.2
2551306400	181.33
2554235099	187.86
2554235233	185.59
2554235325	183.74
2554235342-cluster	170.01
2554235343	187.3
2554235427	193.41
2554235428	185.33
2554235429-cluster	174.26
2554235431	180.32
2558309073	178.39
2558309090-cluster	173.18
2558309121-cluster	186.19
2558860428-cluster	179.61
2558860432	177.52
2558860433	179.89
2558860434	184
2558860435	183.36
2558860436	177.04
2558860437	170.04
2558860438	186.31
2558860440	186.98
2558860442-cluster	166.25
2558860444	156.82
2558860447	156.5
2558860449-cluster	177.12
2558860450	154.15
2558860451	154.89
2558860453	175.55
2558860460	173.29
2558860462	154.4
2558860464	198.12
2558860467	195.23
2558860468-cluster	175.23
2561511177-cluster	172.02
2561511201	195.47
2562617074	172.77
2562617075	149.72
2562617076	162.07
2562617119-cluster	173.97
2562617120	173.57
2562617121	175.53
2562617122	173.48
2562617124-cluster	174.14
2562617126	188.42
2563366556	181.68
2563366604	171.86
2565956773-cluster	134.25
2565956810	189.19
2565956811	187.08
2565956812	149.65
2568526051-cluster	151.19
2568526067	176.75
2568526140	152.42
2568526146	179.6
2568526229	178.51
2568526264	211.25
2568526353	148.14
2568526429-cluster	150.47
2568526447	175.55
2568526548-cluster	201.54
2568526625-cluster	167.67
2568526631-cluster	150.76
2568526730	210.85
2571042089	167.19
2571042184	189.68
2571042411	191.71
2571042474	187.07
2571042555	225.2
2571042640	197.65
2571042678	187.26
2571042867	178.2
2571042895	155.67
2574180183	212.85
2574180225	217.95
2576861013	164.52
2576861073	175.75
2576861243	168.21
2579778536	153.68
2579778564	204.5
2579778567-cluster	166.8
2579778582	164.37
2579778636	191.77
2579778675-cluster	188.34
2579778758	186.78
2579778811	175.6
2579778920	157.57
2579778924	178.57
2579779018	182.1
2579779042	195.05
2579779080	191.15
2579779119	187.22
2579779134	174.99
2579779143	171.38
2579779146	182.37
2582580881	186.55
2582580887	170.37
2582580895	175.81
2582580898	164.34
2582580903	133.11
2582580953	193.77
2588253802	186.45
2588253803	192.88
2588253804	175.13
2588253814	182.32
2588253818	185.8
2588253819	185.06
2588253822	184.38
2588253824	185.63
2588253831	165.7
2588253905-cluster	185.43
2588253906	188.96
2588253908	168.85
2597490089	197.82
2597490160	213.27
2600255011-cluster	226.84
2600255037	185.5
2600255160-cluster	198.19
2600255161-cluster	201.67
2600255162-cluster	200.16
2600255163-cluster	200.84
2600255169-cluster	204.69
2600255171-cluster	203.61
2600255175-cluster	184.45
2600255178-cluster	198.68
2600255181-cluster	200.81
2600255184	164.86
2600255185	177.96
2600255190	207.61
2600255191	175.7
2600255193	184.09
2600255201	183.16
2600255204-cluster	163.54
2600255208	175.09
2602041612	177.31
2602041634	174.67
2602041642-cluster	189.61
2602041815	177.89
2609460031	197.45
2609460093	106.75
2617271232-cluster	192.19
2619619075-cluster	187.45
2619619077-cluster	176.89
2619619102-cluster	223.61
2627853634-cluster	177.09
2627853802	181.3
2627853816-cluster	213.29
2627854028-cluster	179.62
2627854133-cluster	192.15
2627854183	210.33
2630968385	196.38
2630968400	186.75
2630968427-cluster	188.17
2630968445	174.76
2630968513-cluster	176.62
2630968531-cluster	220.49
2630968541	179.75
2630968773	195.83
2630968826	199.95
2630968857-cluster	155.97
2630968871-cluster	171.27
2630968936-cluster	180.32
2630968961	195.69
2630968968	174.93
2630968980	181.27
2634166477-cluster	198.67
2636415450-cluster	184.49
2636415512	184.17
2636415570	193.53
2636415722	184.85
2636415791	175.9
2636415944	205.71
2636415950	185.86
2636416128	201.82
2639762718	190.88
2639762763	189.02
2639762791-cluster	179.15
2639762794	193.66
2639762905	198.2
2639762966-cluster	188.95
2639762976	192.12
2639763032	191.79
2639763049-cluster	190.51
2639763123-cluster	191.45
2645727526	189.28
2645727528	189.2
2645727581-cluster	181
2645727732	194.33
2645727735-cluster	175.09
2645727755	181.65
2645727800	191.58
2645728012-cluster	174.15
2648501104-cluster	177.25
2648501107	189.39
2648501123	190.59
2648501144	180.65
2648501214	181.73
2648501353	188.89
2648501490-cluster	194.47
2651869773	196.92
2651869796	189.99
2651869812	176.46
2651869821	183.74
2654587590	208.41
2654587669	191.01
2654587672	190.69
2654587752	178.71
2654587802	191.33
2654587804	188.68
2654587806	199.04
2654587807-cluster	190.25
2654587822	189.88
2654587844	188.83
2654587851	189.71
2654587860	186.25
2654587866	189.42
2654587868	191.8
2654587870	189.3
2654587985	176.65
2657244928-cluster	204.56
2657244930-cluster	198.7
2657244963-cluster	193.89
2657244964	181
2657245003	196.66
2657245010-cluster	190.33
2657245031	212.69
2657245045-cluster	180.7
