assembly	genome.size
2671181085-cluster	282.8
2671181118	264.27
2671181127	289.72
2675903266	237.86
2675903289-cluster	235.63
2675903429	267.66
2675903468	286.5
2675903562-cluster	269.58
2675903606-cluster	281.78
2675903661	307.28
2681813161	251.11
2681813225	281.67
2681813227	291.33
2681813261	253.99
2681813264-cluster	227.52
2681813267	236.09
2681813273	233.35
2684622581-cluster	277.28
2684622585	281.15
2684622769	256.3
2687453449	259.18
2687453558-cluster	253.69
2690315831-cluster	277.21
2690316097-cluster	244.87
2690316099	243.31
2690316224-cluster	293.08
2690316243	255.05
2690316276	253.55
2690316346	250.14
2693429512	255.82
2693429584	287.77
2693429601	272.25
2693429621	240.52
2693429623	252.83
2693429666	296.76
2693429676	248.21
2693429700-cluster	281.16
2695420422-cluster	260.68
2695420602-cluster	254.16
2695420708	246.03
2695420804	287.18
2695420808-cluster	256.83
2695420821	265.98
2695420876	288.95
2695420897	298.31
2698536301	284.02
2698536372	307.27
2698536395	312.97
2698536418	299.62
2698536458	233.72
2698536477-cluster	273.57
2698536480	280.34
2698536485	289.05
2698536505	286.01
2698536508	311.3
2698536509	282.29
2698536549-cluster	313.49
2698536570-cluster	283.66
2698536610	264.61
2698536647-cluster	282.43
2700989476	298.93
2700989509	307.27
2700989510	297.52
2703718777	295.77
2703718789	290.08
2703718801-cluster	292.88
2703718808	290.79
2703718827-cluster	281.3
2703718835	258.47
2703718837	264.8
2703718840	269.61
2703718871	316.97
2703719354	291.36
2706794699	261.83
2713896775	285.38
2713896779	304.61
2713896785	301.93
2713896786	303.72
2713896798	301.69
2713897054	284.72
2713897073	262.65
2713897074	263.8
2713897141	280.57
2718217709	286.03
2718217713	280.86
2718217785	306.5
2718217862	268.96
2718217863-cluster	286.91
2718217867	285.72
2718218126	268.93
2718218128	255.45
2718218129	305.5
2718218139-cluster	304.02
2718218304	275.23
2718218308	258.4
2718218309	267.58
2718218355	276.5
2718218397	270.78
2718218402	292.98
2718218453	294.86
2721755497	289
2721755658	266.86
2721755676	307.13
2721755709	273.63
2721755710-cluster	280.69
2721755712	280.94
2721755720	289.9
2721755723	262.18
2721755728	303.75
2724678986	353.19
2724679293	323.51
2728368903	267.85
2728369145	288.48
2728369396	300.89
2728369591	267.96
2731957841	256.83
2731957954	302.92
2731957955	298
2734482562	249.86
2734482588	264.61
2734482593	258.86
2734482770	282.07
2734482774	278.04
2734482777	306.85
2734482788	259.88
2737471818	280.31
2737471829	274.22
2737471849	275.46
2737471851	263.04
2737471870	280.57
2740892231	313.5
2740892369	337.04
2740892370	303.67
2740892439	272.01
2740892442	280.61
2740892487	273.96
2740892489	272.53
2744054627	253.64
2751185962-cluster	238.13
2751185967-cluster	247.13
2513237361	267.04
2563366798	245.95
2563366852-cluster	264.84
2563366977	254.36
2630968558	246.42
2740892042	251.45
2541047874	251.17
2563366844	259.47
2563366939	246.21
2600255005	244.44
2617270948	244.06
2740892441	248.73
2588253786	270.82
2654587727	255.19
2648501805	259.78
2648501905	266.69
2630968947	128.84
2684622503	95
2515154047	163.72
2574179809	158.02
2515154048	96.19
2609460056	100.69
2636416146	71.13
2515154049	102.61
2582580997	104.58
2588253788	267.7
2667527506	260.7
2684623068	255.33
2738543000	278.86
2513237377	271.77
2562617162	246.62
2721755583	247.69
2687453374	280.22
2639762895	65.79
2643221431	280.45
650716035	297.74
2516143105	288.8
2554235336	318.02
2568526050	307.33
2568526156-cluster	296.22
2568526674	300.26
2576861595	305.68
2576861709	298.58
2576861713	296.82
2576861718	297.53
2634166504-cluster	288.36
2660238125	291.77
2660238560	282.35
2718218437	288.52
2728369377	298.88
646564538	310.29
651053036	309.63
2511231199	323.98
2513237265	310.7
2519103054	326.09
2519103055	326.69
2519103056-cluster	326.11
2519103057	326.39
2519103076	326.05
2519103132	326.66
2519103155	326.31
2519103158	326.68
2529292741	312.88
2529292760	326.16
2529292763	326.73
2529293104	323.85
2529293105	303.5
2531839623	313.15
2534681629	305.08
2537561874	330.89
2537561875	313.26
2537562101	345.71
2537562102-cluster	317.23
2540341071	304.68
2541047050-cluster	311.44
2541047051-cluster	312.21
2541047053	315.68
2541047054-cluster	319.93
2541047057-cluster	323.25
2541047058	312.26
2541047061-cluster	316.76
2541047063-cluster	317.01
2541047065-cluster	306.94
2541047067	315.36
2541047068-cluster	310.57
2541047070-cluster	302.56
2541047072	326.36
2541047073	310.31
2541047074	310.05
2541047076	310.37
2541047972	311.97
2541047980	319.7
2541047982	315.74
2541047984	319.28
2545824781	328.81
2545824782	322.63
2548876504	314.31
2548876535	324.3
2548876915	320.64
2551306329	305.65
2551306530	325.63
2551306645	321.52
2554235385	290.34
2554235445-cluster	318.81
2558860246	309.11
2561511244	304.54
2563367148	325.02
2565956562	314.75
2565956563	306.68
2565956817	304.49
2568526080	310.55
2568526186	303.73
2568526217	323.23
2568526272-cluster	323.28
2568526275-cluster	298.16
2568526301	316.46
2568526304-cluster	303.83
2568526332-cluster	311.23
2568526359	318.99
2568526384	318.22
2568526419	301.88
2568526515	307.74
2568526567	300.5
2568526629-cluster	321.89
2571042042	299.84
2571042310	304.02
2571042453	320.38
2571042515-cluster	325.73
2571042542	324.97
2571042609	326.4
2571042619	325.14
2571042624	338.47
2571042761	308.19
2571042772-cluster	314.28
2571042825	322.65
2574179920	292.21
2574180387-cluster	315.02
2576861100	301.1
2576861159	316.66
2576861241-cluster	312.8
2576861520	301.12
2588253736	353.35
2588253741	332.46
2588254038	335.07
2588254039	328.48
2588254041	328.44
2588254043	331.04
2588254049	314.54
2588254052	314.29
2588254054	318.32
2588254056	295.04
2588254059	307.66
2588254061	318.12
2588254062	306.84
2588254064	318.95
2588254173	300.44
2588254174	310.5
2588254175	318.06
2590828665	310.97
2590828667	314.01
2590828668	313.11
2590828669	306.69
2597489921	311.31
2597489922-cluster	305.48
2597489924-cluster	315.92
2597490161-cluster	312.75
2597490169-cluster	303.91
2602041577	287.39
2609459865-cluster	331.08
2609459866-cluster	330.86
2609459871	304.93
2609459875-cluster	338.96
2609459880-cluster	343.87
2609459885-cluster	304.12
2609459890-cluster	312.53
2609459891-cluster	337.28
2609459899	318.91
2609459906	326.07
2609459914-cluster	328.9
2609459917	316.06
2609459918	323.4
2609459921	303.03
2609459927	310.4
2609459931	317.99
2609459932-cluster	305.07
2609459935-cluster	294.75
2609459940-cluster	324.44
2609459942-cluster	323.33
2609459944-cluster	320.3
2609459946	333.92
2609459950	289.63
2609459955	334.62
2609459973	316.35
2609459976-cluster	328.91
2609459977	312.05
2609459978	335.67
2609459980-cluster	328.61
2609459981	275.63
2609459982-cluster	335.87
2609460148-cluster	314.99
2609460255	305.46
2609460259	317.32
2609460294	316.25
2609460296	323.63
2617271132	311.6
2617271133-cluster	309.68
2617271135-cluster	218.32
2617271167-cluster	96.07
2619619088	313.82
2627853770	333.08
2627853854	300.94
2630968806	301.7
2634166475	322.24
2636415930-cluster	321.7
2636416133-cluster	237.57
2636416134	250.19
2636416154	223.03
2636416164-cluster	269.15
2648501668	326.83
2648501876	317.75
2657244968	331.35
2657245001-cluster	332.59
2657245053	336.54
2657245097-cluster	325.62
2657245120-cluster	332.92
2657245431	306.14
2657245449	328.26
2657245497	297.73
2657245501-cluster	317.66
2657245510	310.68
2657245622	321.46
2660237906	315.63
2660237926	332.77
2660238062	325.23
2660238072	316.76
2660238187	321.22
2660238291-cluster	295.37
2660238317	325.73
2660238369-cluster	334.89
2660238397-cluster	312.36
2660238459	315.14
2660238469-cluster	333.58
2660238528	320.5
2660238613	323.95
2660238627	312.3
2660238648	333.31
2660238711	323.04
2663762645	316.33
2663762877	331.88
2663762896	334.58
2663762913-cluster	309.25
2663762918	332.87
2663762989	335.08
2663763029	315.57
2663763307	334.82
2663763362	277.05
2663763368	310.69
2663763370	315.69
2663763505	333.26
2663763527-cluster	334.49
2667527740	308.89
2667527759	321.13
2667527810	318.77
2667527952	337.27
2667528012	307.92
2667528034	339.31
2667528069-cluster	319.66
2671180241-cluster	316.7
2671180351	336.01
2671180465-cluster	337.52
2671180509	295.68
2671180565-cluster	323.32
2671180589-cluster	318.01
2671180646	315.49
2671180819	312.64
2671180861	312.13
2671180876-cluster	310.77
2671180930-cluster	309.67
2671180958	316.69
2671180977-cluster	338.74
2671181091	313.89
2671181112	337.12
2671181120-cluster	336.63
2675903390-cluster	300.6
2675903512	314.63
2675903620	303.71
2681813148	311.9
2681813150	320.34
2681813255	334.53
2681813309	326.12
2681813311	316.91
2681813312	315.05
2684622650-cluster	323.87
2687453357	306
2687453408	302.65
2690316230-cluster	319.86
2690316320	332.28
2695420455	318.92
2695420504	303.28
2695420679-cluster	306.16
2695420903	328.7
2700989531	312.82
2700989559	322.09
2700989563	310.35
2700989565	305.96
2700989568	322.98
2700989569	300.69
2700989571	312.8
2700989574	308.66
2700989575	319.53
2700989577	321.34
2700989579	293.82
2700989583	297.53
2700989585	302.76
2700989592	316.7
2700989594	306.43
2700989595	307.89
2703718680	320.8
2703718684-cluster	325.33
2713897169	309.29
2718217864-cluster	329.95
2718217965	315.89
2718218495-cluster	322.24
2718218497	308.85
2740892308	324.64
2534681896	309.58
2568526499	295.15
2579778808	313.2
2617271136	286.61
2617271250	309.49
2636416123-cluster	304.75
2645728017	300.33
2663763079	323.06
2667527943	325.88
2671180503	318.41
2675903046	308.9
2684623138-cluster	317.73
2687453136	285.25
2687453382	285.32
2724679212	317.52
2744054483	302.78
646311937	309.37
647533174	309.45
2563366987	307.74
2568526358	321.94
2574180000	303.94
2582580858	304.02
2588254270	327.4
2590828670	346.93
2609459915-cluster	303.25
2609459957	316.37
2617271300	314.92
2627853850-cluster	355.5
2630968774	313.46
2630968776-cluster	311.05
2630968924	310.83
2636415599	326.33
2660237931	328.41
2660238363	373.9
2681813153-cluster	341.4
2684622655	329.18
2687453226	313.4
2706794581	317.81
2740892277	305.82
2519899599	334.57
2537561907	351.69
2554235234	329.18
2609460197	349.49
2687453105	367.12
2690315892	330.34
2511231124	343.02
2531839401	330.31
2558860928	356.05
2561511178	381.37
2579778588	339.12
2579778593	371.92
2585427624	389.41
2585427669	365.03
2609460191	364.31
2636415630-cluster	339.57
2703718698-cluster	367.36
2521172537	331.75
2531839402	343.48
2531839404	354.64
2547132040	346.65
2563367187	327.67
2563367188	339.47
2574179906	340.69
2579778630	331.77
2602041690	330.64
2636415460	354.67
2636415732	343.09
2639763041	361.16
2657245512	353.78
2690315801	335.1
2718217807	388.64
2718217916-cluster	385.86
2588253795	275.03
2651869687	262.65
2731957696	255.46
2651870175	288.3
2551306564	245.43
2571042815	242.72
2734481920	266.67
2654587864	294.25
2675902965	304.28
2687453315	288.5
2576861733	330.6
2667527231	314.19
2531839681	352.7
2547132181	275.86
2561511199	289.56
2651869662	279.71
2630968458	251.94
2671181131	266.65
2636415690	278.24
2648501357	261.22
2731957555	242.31
2687453332	254.41
2524614760	228.68
2579778530	204.4
2579778557	204.25
2579778964	204.29
2751185697	302.89
2751185887	234.83
2630968889	277.32
2675903675	183.05
2562617040	210.42
2619619210	225.69
2648501222	227
2675903361	199.59
2718217848	208.18
2630968756	225.25
2645728082	231.07
2579778549	247.61
2751185774	237.98
2751185823	24.57
2576861666	281.77
2582580715	275.62
2609460322	262.08
2617270728-cluster	263.47
2617271107	279.61
2619619082	274.21
2627853780	278.22
2648501645	261.07
2667527843	275.58
2690315785	267.28
2716884865	286.97
2511231160	270.78
2551306543	256.27
2568526489	274.44
2576861661	269.83
2585427963	275.45
2585427967	266.3
2585427976	290.12
2602041648	295.52
2681813054-cluster	259.86
2681813360-cluster	246.03
2684622997	254.92
2706794650	236.39
2706794651	245.53
2636415703	253.39
2740892201	257.14
2616644925	277.14
2740892200	305.34
2602041581	264.08
2675903554-cluster	273.6
2681813055-cluster	269.65
2731957899-cluster	271.81
2731957900-cluster	264.3
648276708	266.74
2627853687	267.79
2630968876	240.99
2511231025	300.64
2690315618-cluster	297.53
2695420776	296.86
2713896945	293.57
2627853912	301.13
2636415588	301.08
2617271108	249.95
2663763475	266.99
2602041550	278.85
2511231035	301.74
2651869657	297.03
2690315639	263.21
2703719188	309.02
2703719195	309.88
2513237354	294.67
2636415937-cluster	267.81
2648501680-cluster	264.16
2651869808	258.94
2713896807	256.91
648028049	272.16
2582581300	268.97
2602042078	258.14
2651869643-cluster	234.63
2576861443	28.25
2648501870	31.25
2627854199	274.37
2554235133	270.89
2576861483	279.77
2597490164-cluster	281.03
2740892409	256.85
2518645533	269.19
2619619249-cluster	260.28
2627854041	258.81
2627854233	263.95
2636415523	265.09
2636415763	268.51
2639762939	267.72
2648501369	258.6
2651869836	277.56
2744054453	266.87
2627853630	268.11
2627853744	263.52
2627853923	262.55
2627854095	267.69
2630968401	277.2
2630968984	264.73
2695420962-cluster	263.75
2630968602	224.07
646311947	283.62
2526164723	290.18
2579778608	280
2609460124	278.15
2645728079-cluster	206.66
2684622621	258.68
2537561728	289.19
2545555808	132.5
2565956522	266.41
2654587594	268.43
2518285522	294.61
2648501375	309.79
2634166428-cluster	303.38
2639762767	295.31
2556921605	322.64
2639762814	289.05
2547132115	274.37
2718217853	355.57
2636415754	208.72
2634166467	311.4
2731957932	319.82
2537561873	208.99
2537561878	217.38
2545824633-cluster	204.18
2551306464-cluster	200.68
2609460160-cluster	213.7
2648501204	222.67
2654588119-cluster	199.38
2687453182	231.96
2740892517	208.96
2690315780	205.73
2751185960-cluster	226.05
2609460137	212.39
2648501137	161.46
2563367180-cluster	235.51
2563367181-cluster	227.72
2563367183	217.07
2563367184	221.26
2563367186	219.91
2529292851	249.89
2690315842	228.58
2597489902	235.87
2645728083	277.68
2718218470	272.21
2562617097	263.1
2597489903	206.32
2513237180	240.43
2597490145	236.03
2654587548	242.47
2718217845	253.83
2721755467	234.1
2600255014	238.63
2507262057	263.93
2506520038	308.62
2585427591	310.97
2588253797	304.55
649633088	319.53
2561511173	322.31
2582581297	308.43
2643221773	306.85
2531839403	325.52
2540341161	305.43
2603880149-cluster	323.68
2609460343	324.12
2639762989-cluster	304.93
2713897180	339.63
2718217851	326.39
2731957695	314.23
2588253798	323.04
2617271219	330.41
2588254291	326.25
2639762827	313.52
648861007	88.05
2651870171	168.15
2734482003	150.08
2585427690	290.02
2639763055	256.74
2643221772	304.94
2531839312	296.06
2619619292	251.7
2681813052	251.63
2731957950	255
650716084	244.21
2561511179	264.67
2585427625	239.93
2548876670	287.03
2563367006	314.46
2657245647	263.77
2687453134-cluster	265.05
2690316123	268.61
2740892420	264.56
646862340	277.1
650377971	283.85
651053064	284.01
2504756088	254.48
2511231164	276.17
2511231218-cluster	255.82
2512564066-cluster	277.49
2513237342	269.38
2518645560	265.61
2519899615-cluster	261.81
2519899626-cluster	266.61
2519899629-cluster	259.38
2519899745	260.03
2529292934-cluster	256.68
2529292936	256.61
2529292937	256.75
2529292938	255.5
2529292939	256.8
2529292940	256.59
2529293224-cluster	260.51
2531839192	253.07
2531839281-cluster	275.26
2531839376	257.51
2531839377	276.53
2531839378	257.51
2531839379	259.61
2531839380	260.42
2531839382	260.64
2531839383	266.28
2531839548-cluster	250.77
2531839624-cluster	256.28
2531839626-cluster	256.64
2531839627	256.16
2531839633	256.52
2534681621	256.7
2534681623	256.37
2534681707	251.78
2534681712	253.8
2534681713	262.79
2534681783	271.1
2534681784	270.92
2537561600	266.81
2537561637	266.1
2537561639	272.34
2537561643	274.61
2537561782	262.96
2537561785-cluster	259.95
2537561855	256.65
2537562070-cluster	256.32
2537562072	255.57
2537562074	256.67
2537562161	262.67
2537562163	256.65
2537562164	256.67
2537562167	257.26
2540341126	265.87
2541047466-cluster	283.05
2541047468-cluster	254.64
2541047471	261.8
2541047472-cluster	262.12
2541047592	272.21
2541047671	258.15
2541047677-cluster	261.3
2547132048	265.69
2547132051-cluster	262.87
2548876846	281.15
2548876847-cluster	259.21
2548877008	255.16
2548877044-cluster	261.56
2548877047	261.6
2548877057-cluster	259.27
2551306176	265.37
2551306178	260.59
2551306195	267.85
2551306400	257.87
2554235099	268.31
2554235233	268.04
2554235325	273.96
2554235342-cluster	260.37
2554235343	276.28
2554235427	275.01
2554235428	296.87
2554235429-cluster	267.84
2554235431	285.27
2558309073	263.97
2558309090-cluster	281.25
2558309121-cluster	264.47
2558860428-cluster	270.93
2558860432	264.31
2558860433	264.47
2558860434	291.57
2558860435	287.64
2558860436	280.51
2558860437	261.51
2558860438	259.55
2558860440	260.76
2558860442-cluster	247.67
2558860444	274.42
2558860447	260.51
2558860449-cluster	263.32
2558860450	262.26
2558860451	264.12
2558860453	265.14
2558860460	262.69
2558860462	257.32
2558860464	261.31
2558860467	261.93
2558860468-cluster	267.72
2561511177-cluster	280.56
2561511201	266.97
2562617074	249.83
2562617075	261.6
2562617076	270.82
2562617119-cluster	275.7
2562617120	275.4
2562617121	274.95
2562617122	275.23
2562617124-cluster	275.93
2562617126	278.27
2563366556	274.14
2563366604	283.85
2565956773-cluster	284.2
2565956810	252.69
2565956811	259.18
2565956812	258.19
2568526051-cluster	259.94
2568526067	263.14
2568526140	260.61
2568526146	262.35
2568526229	267.96
2568526264	265.37
2568526353	259.51
2568526429-cluster	258.76
2568526447	254.22
2568526548-cluster	264.89
2568526625-cluster	259.51
2568526631-cluster	259.32
2568526730	268.81
2571042089	261.72
2571042184	266.63
2571042411	260.64
2571042474	278.04
2571042555	281.25
2571042640	266.42
2571042678	266.94
2571042867	282.87
2571042895	271.59
2574180183	260.8
2574180225	261.03
2576861013	256.31
2576861073	264.83
2576861243	254.93
2579778536	259.7
2579778564	317.83
2579778567-cluster	274.09
2579778582	253.59
2579778636	257.5
2579778675-cluster	254.67
2579778758	262.37
2579778811	253.51
2579778920	255.18
2579778924	277.77
2579779018	261.69
2579779042	263.63
2579779080	267.8
2579779119	260.38
2579779134	285.37
2579779143	267.33
2579779146	276.32
2582580881	259.19
2582580887	253.58
2582580895	261.66
2582580898	264.75
2582580903	229.87
2582580953	257.04
2588253802	261.17
2588253803	283.12
2588253804	265.19
2588253814	271.26
2588253818	273.84
2588253819	273.4
2588253822	263.05
2588253824	274.74
2588253831	260.5
2588253905-cluster	258.84
2588253906	265.65
2588253908	257.24
2597490089	262.37
2597490160	263.23
2600255011-cluster	277.84
2600255037	267.68
2600255160-cluster	256.84
2600255161-cluster	269.31
2600255162-cluster	258.84
2600255163-cluster	264.24
2600255169-cluster	261.68
2600255171-cluster	264.76
2600255175-cluster	260.86
2600255178-cluster	254.82
2600255181-cluster	258.8
2600255184	259.93
2600255185	263.19
2600255190	273.76
2600255191	257.91
2600255193	255.6
2600255201	259.41
2600255204-cluster	275.78
2600255208	265.83
2602041612	263.95
2602041634	247.36
2602041642-cluster	261.65
2602041815	261.18
2609460031	275.88
2609460093	262.95
2617271232-cluster	261.01
2619619075-cluster	270.6
2619619077-cluster	249.92
2619619102-cluster	258.83
2627853634-cluster	267.92
2627853802	257.76
2627853816-cluster	254.68
2627854028-cluster	274.71
2627854133-cluster	254.15
2627854183	263.74
2630968385	263.36
2630968400	259.11
2630968427-cluster	263.88
2630968445	265.27
2630968513-cluster	264.73
2630968531-cluster	251.09
2630968541	266.46
2630968773	262.67
2630968826	276.25
2630968857-cluster	247.83
2630968871-cluster	264.5
2630968936-cluster	291.87
2630968961	268.8
2630968968	267.15
2630968980	267.31
2634166477-cluster	270.27
2636415450-cluster	267.75
2636415512	260.24
2636415570	259.62
2636415722	251.24
2636415791	260.38
2636415944	265.77
2636415950	261.88
2636416128	263.75
2639762718	249.25
2639762763	250.98
2639762791-cluster	275.13
2639762794	279.42
2639762905	265.92
2639762966-cluster	252.13
2639762976	252.38
2639763032	250.68
2639763049-cluster	248.54
2639763123-cluster	250.91
2645727526	251.17
2645727528	247.57
2645727581-cluster	260.44
2645727732	258.2
2645727735-cluster	259.86
2645727755	253.55
2645727800	252.43
2645728012-cluster	266.33
2648501104-cluster	276.02
2648501107	250.83
2648501123	250.97
2648501144	279.48
2648501214	264.15
2648501353	249.14
2648501490-cluster	260.56
2651869773	259.35
2651869796	250.85
2651869812	286.61
2651869821	253.51
2654587590	252.05
2654587669	254.48
2654587672	254.61
2654587752	251.83
2654587802	251.78
2654587804	253.61
2654587806	251.19
2654587807-cluster	254.36
2654587822	249.41
2654587844	251.74
2654587851	251.64
2654587860	248.45
2654587866	248.01
2654587868	250.72
2654587870	251.67
2654587985	292.38
2657244928-cluster	285.91
2657244930-cluster	274.93
2657244963-cluster	277.11
2657244964	275.59
2657245003	263.12
2657245010-cluster	276.76
2657245031	294.26
2657245045-cluster	276.57
2657245058	271.12
2657245063	271.29
2657245121	291.62
2657245444	264.44
2657245580-cluster	277.06
2657245681	275.02
2660237977-cluster	280.01
2660238101-cluster	262.62
2660238196-cluster	267.2
2660238212-cluster	288.86
2660238271-cluster	264.55
2660238447	267.96
2660238474	274.99
2660238588-cluster	259.03
2660238605-cluster	258.86
2663762610	276.27
2663762816-cluster	278.93
2663762872	279.9
2663762899	261.76
2663762968	275.65
2663763011	275.88
2663763336	273.21
2663763350	275.63
2667527517-cluster	263.98
2667527530	280.1
2667527780	262.12
2667528159	260.26
2671180321-cluster	258.51
2671180396-cluster	251.45
2671180622	276.59
2671180718	261.23
2671181045	247.62
2671181051-cluster	262.15
2671181105	279.89
2671181124-cluster	263.9
2675903264-cluster	289.73
2675903472	272.19
2675903666	265.32
2681812993	262.34
2681813209-cluster	282.98
2681813422	260.36
2681813457	265.79
2684622652-cluster	266.27
2684623156	266.7
2687453176	281.26
2687453266	266.3
2690316089-cluster	260.72
2690316100	265.05
2693429542	267.51
2695420852	276.32
2695420862	274.48
2695420891	252.35
2698536493-cluster	269.04
2698536634	261.08
2700989336	275.43
2703719344-cluster	274.32
2706794547	255.08
2706794552	268.43
2706794604-cluster	262.14
2713896919-cluster	268.86
2713897198	267.22
2713897292	284.65
2713897296	266.62
2718218211	273.03
2718218301	272.96
2721755609	279.14
2721755801	262.93
2724678949	291.28
2724678951	265.65
2724678952	265.58
2724678954	280.34
2724679255	257.69
2724679258-cluster	257.7
2724679283	267.77
2724679308	276.79
2728369152	265.17
2728369153-cluster	265.92
2728369158	264.69
2731957939	272.67
2731957940	266.53
2731957942	281.9
2731957946	274.96
2731957947	266.19
2731957949	251.21
2740892246-cluster	262.73
2744054669	289.01
2744054867	268.76
2744054905	277.68
2744055112-cluster	258.81
2744055169-cluster	262.28
2747842636	259.58
2747843062	262.12
2563367007	265.18
2690315704	268.98
2505679062-cluster	83.61
2609460081	288.1
2681812975	284.08
2563366574	297.9
2718217857	298.02
2609460202	297.34
2554235222	270.39
2588253790	285.48
2597490118-cluster	288.03
2703719179-cluster	289.02
2617271203-cluster	298.95
2713896794	292.45
2657245127	304.36
2667528089	320.43
2671180749	359.51
2671180933-cluster	376.99
2671181110	381.33
2681813144-cluster	318.38
2698536531	320
2703718697	360.81
2703719239-cluster	309.03
2751185882	290.85
2576861632	300.39
2645727955	271.67
2667527611	290.63
2687453632	294.68
2540341169	295.2
2576861482	295.75
2602041584	284.51
2687453321-cluster	318.25
2506520007-cluster	308.35
2517572247	313.01
2519899758	315.6
2534682368	305.8
2554235463	309.94
2565956779	321.97
2576861477	312.95
2687453601	315.08
2508501071	309.12
2551306332-cluster	294.57
2579779112	295.31
2528768011	113.89
2636415529	186.89
2511231072	68.17
2518285523	281.72
2576861183	287.08
2627853940	304.99
2639762997-cluster	287.74
2602041552	279.43
2602041553	280.96
2602041583	341.67
2602041585	337.91
2636415821	344.74
2721755548	365.97
2574179716	297.3
2574179800-cluster	352.94
2517093050	270.19
2687453464	274.41
2731957709	276.51
647000312	287.65
2513020017	224.54
2531839602	216.33
2651869697-cluster	225.25
2597489865	247.67
2576861453	289.85
2648501129	230.66
2636416092	241.53
2588253799	183.67
2588253800	274.86
2663762607	253.46
2663763434	252.51
2695420548	250.35
2617271201-cluster	255.72
2617271226	225.75
2617271262-cluster	239.48
2654588048	267.74
646564589	228.9
2617271239	207.97
2617271252	220.94
2630968576	227.47
2630968879	226.18
2648501370	220.19
2718218031	248.3
2684622846	185.55
2639762749	257.14
2684622845	160.81
2684622849	287.27
649633108	252.55
2627853957	239.4
2687453211	252.47
2627853985	191.96
2597490185	268.01
2627854081	244.93
2671180541	233.76
2671181079	227.5
2636415670	214.2
2706794593	248.3
2724679378	246.06
2706794592-cluster	231.97
2706794624	236.19
650716106	254.76
651053079	255.03
2522572166	244.41
2531839567	238.16
2548876520	248.21
2609460119	248.47
2609460127-cluster	249.29
2617271014	259.48
2617271015	256.32
2627853611	251.06
2636415675-cluster	258.78
2636415907-cluster	253.6
2648501910-cluster	257.64
2657244976	262.71
2657245038-cluster	263.06
2657245113-cluster	259.53
2657245428-cluster	252.55
2657245561-cluster	247.14
2657245668-cluster	259.21
2657245678	269.77
2660238100	249.27
2660238386-cluster	252.66
2663763366	255.43
2667527919-cluster	267.41
2667528147	243.77
2671180448	244.49
2671180868	256.11
2671181185	250.57
2695420385	255.15
2695420550	244.44
2695420790	243.09
2700989331	247.38
2700989343	217.66
2724679381	255.87
2617271017	275.6
2684622673-cluster	266.11
2724679369-cluster	258.72
2724679370	259.41
2675903532	287.05
2706794594	275.87
2706794633	280.91
2724679347	274.74
2728368902	279.72
2565956564	272.92
2627854225	270.29
2671180807-cluster	286.35
2675903411-cluster	280.83
2698536522-cluster	290.37
2706794648-cluster	257.93
2724679355-cluster	287.57
2744054943	276.87
2706794597-cluster	251.72
2724679352-cluster	255.24
2724679380	249.16
2597490088	243.05
2645727731-cluster	246.59
2654587770	250.14
2551306129	281.28
2671180692-cluster	278.96
2706794596	270.92
2706794598	258.53
2706794638	268.12
2706794659	263.5
2724679364	276.66
2724679379	267.64
2675903337-cluster	257.17
2684622674-cluster	257.12
2724679374	257.1
2667528026	223.19
2663763036-cluster	281.4
646564590	261.55
646862350-cluster	267.24
2511231145-cluster	257.15
2529292765-cluster	262.51
2529292858	258.35
2531839717	252.81
2534681857	263.43
2534681860	258.7
2547132203-cluster	248.35
2551306094	252.94
2562617072-cluster	288.53
2563367111	247.25
2571042762	244.07
2597489940	253.89
2597490017	266.82
2602041916-cluster	242.06
2609460128	260.81
2609460169-cluster	251.3
2619619085-cluster	246.8
2627854202-cluster	260.47
2627854219-cluster	245.03
2630968859	264.73
2634166409	258.21
2636415643	261.1
2648501297	271.9
2648501302-cluster	261.72
2651869871	259.46
2654588049	258.09
2671180927	274.16
2675903287-cluster	269.75
2713896824	249.98
2713896984	255.58
2724679106	251.6
2724679382	257.23
2634166425-cluster	238.48
2609460118-cluster	199.27
2645727765	188.42
2565956581	277.12
2671180295-cluster	278.79
2588253791	269.88
2565956799	218.25
2515154212	128.15
2630968673	115.98
644736377	139.27
2751185718	116.04
2547132162	272.24
2519899695	256.54
2551306474	255.7
2648501251	285.58
2627854058	111.82
648276610	104.17
648276613	108.16
2627853819-cluster	97.58
2627853873	101.64
2627854204	101.54
2630968862	100.81
2636415700	97.97
2684623187	105.69
2521172696	115.3
2597489880	116.39
649989900	102.93
2537561871	91.95
2502171149	90.54
2511231110	92.58
2515154019	89.26
2529292950-cluster	109.94
2529292967-cluster	86.41
2529292968	99.4
2529292969	86.26
2531839387-cluster	87.32
2531839507	82.84
2537561947-cluster	95.78
2576861460-cluster	90.54
2681812998-cluster	99.2
2728369629	94.89
2728369632-cluster	85.52
2728369634	75.22
2728369635	64.42
2728369637	84.79
2529292971	92.63
2728369630	93.93
2728369631-cluster	89.33
2537561617	100.23
2537561844	101.08
2636415601	104.1
2687453634	110.7
649989906	83.14
2547132376	113.25
2551306651	127.28
2651869797	140.39
2731957846	110.41
2537561960	100.18
2648501791	95.79
2593339215	104.63
2518645530	107.44
2540341182-cluster	110.27
2558860263	112.58
2558860264	113.29
2627854067	123.51
2528768223	143.62
650716038	128.96
2602041621	120.61
